district,status,balcony,area_kitchen,area_living,area,room,floor,price,age
1.0,3.0,0.0,15.0,39.0,59.0,2,2,17300,2
2.0,3.0,1.0,16.0,42.0,75.0,2,3,25000,3
2.0,2.0,1.0,16.0,42.0,80.0,3,1,22000,1
1.0,1.0,2.0,16.0,42.0,72.0,1,2,13000,3
5.0,3.0,1.0,15.0,39.0,50.0,1,10,14000,3
3.0,3.0,0.0,15.0,27.0,46.0,1,9,27000,3
5.0,2.0,0.0,15.0,27.0,30.0,1,15,11600,3
2.0,3.0,0.0,15.0,27.0,43.0,1,4,21200,3
3.0,3.0,1.0,16.0,42.0,90.0,2,3,27000,3
3.0,3.0,0.0,16.0,42.0,60.0,2,5,25000,3
1.0,2.0,0.0,15.0,39.0,54.0,2,8,16600,3
3.0,3.0,0.0,15.0,39.0,50.0,1,8,18000,3
2.0,3.0,0.0,15.0,27.0,45.0,1,3,23100,3
5.0,3.0,1.0,15.0,39.0,50.0,1,4,19000,3
4.0,2.0,0.0,15.0,39.0,53.0,2,9,19300,3
2.0,3.0,0.0,15.0,27.0,43.0,1,3,18500,3
5.0,3.0,1.0,16.0,42.0,79.0,2,5,25000,3
5.0,3.0,0.0,16.0,42.0,66.0,3,3,22000,3
1.0,2.0,1.0,16.0,42.0,65.0,2,3,13000,3
2.0,3.0,0.0,16.0,42.0,68.0,2,2,34600,3
1.0,2.0,1.0,15.0,42.0,65.0,2,7,15000,3
2.0,3.0,0.0,15.0,27.0,42.0,1,3,23100,3
2.0,2.0,1.0,15.0,30.0,60.0,1,3,16000,2
4.0,3.0,1.0,14.0,17.0,47.0,1,6,13000,3
2.0,3.0,1.0,16.0,42.0,88.0,3,1,25000,2
4.0,3.0,0.0,15.0,27.0,45.0,1,2,16000,3
5.0,3.0,0.0,16.0,42.0,68.0,3,3,22000,3
4.0,2.0,0.0,15.0,39.0,47.0,1,5,17300,3
3.0,3.0,0.0,16.0,42.0,72.0,2,8,23100,3
4.0,2.0,1.0,20.0,39.0,84.0,2,3,17000,3
4.0,2.0,0.0,15.0,27.0,42.0,1,7,14000,3
6.0,2.0,1.0,15.0,39.0,56.0,2,7,23100,3
3.0,3.0,1.0,14.0,28.0,43.0,1,6,14000,3
3.0,2.0,0.0,15.0,39.0,50.0,1,7,15400,3
2.0,2.0,0.0,15.0,27.0,38.0,1,3,10000,2
5.0,3.0,1.0,14.0,17.0,47.0,1,6,13000,3
2.0,3.0,0.0,16.0,42.0,76.0,2,4,38500,3
5.0,2.0,2.0,17.0,60.0,90.0,2,9,27000,3
3.0,3.0,0.0,16.0,42.0,72.0,2,8,46200,3
2.0,2.0,1.0,15.0,39.0,55.0,2,3,18000,2
5.0,1.0,0.0,6.0,40.0,57.0,3,3,7700,1
4.0,2.0,0.0,11.0,17.0,37.0,1,5,9000,3
4.0,3.0,1.0,15.0,27.0,45.0,1,5,17300,3
4.0,3.0,0.0,15.0,27.0,44.0,1,10,19300,3
1.0,3.0,0.0,16.0,42.0,90.0,2,1,19300,3
6.0,3.0,1.0,35.0,65.0,115.0,3,3,34600,2
4.0,2.0,2.0,10.0,42.0,70.0,3,4,11000,1
3.0,2.0,0.0,15.0,39.0,50.0,1,8,16000,3
3.0,3.0,0.0,30.0,42.0,85.0,2,5,46200,3
3.0,3.0,1.0,16.0,42.0,70.0,2,4,21200,3
3.0,2.0,0.0,16.0,42.0,75.0,1,4,15000,3
3.0,3.0,0.0,16.0,42.0,60.0,2,2,17300,3
2.0,2.0,1.0,15.0,27.0,45.0,1,13,19300,3
5.0,2.0,0.0,15.0,27.0,42.0,1,3,15400,3
5.0,3.0,1.0,16.0,42.0,70.0,2,8,17300,3
1.0,2.0,1.0,15.0,27.0,42.0,1,2,14000,3
2.0,2.0,1.0,15.0,39.0,55.0,2,5,18100,3
5.0,3.0,1.0,16.0,42.0,63.0,2,4,32400,2
4.0,2.0,2.0,18.0,36.0,75.0,2,7,21200,3
5.0,2.0,1.0,15.0,27.0,39.0,1,6,15400,3
5.0,2.0,0.0,16.0,42.0,75.0,3,4,12000,3
5.0,2.0,1.0,15.0,27.0,32.0,1,2,11000,3
5.0,2.0,1.0,15.0,39.0,48.0,1,4,15000,3
1.0,2.0,0.0,16.0,42.0,70.0,3,1,18000,2
1.0,3.0,0.0,16.0,42.0,80.0,2,1,19300,3
2.0,1.0,0.0,15.0,27.0,33.0,1,2,13500,3
6.0,3.0,1.0,15.0,39.0,56.0,2,7,21200,3
2.0,3.0,1.0,13.0,46.0,59.0,2,3,17000,2
1.0,3.0,2.0,16.0,42.0,75.0,2,4,38500,3
4.0,3.0,1.0,16.0,42.0,70.0,2,2,17000,3
2.0,3.0,1.0,16.0,42.0,80.0,2,3,25000,3
2.0,2.0,0.0,16.0,42.0,80.0,2,2,17300,3
5.0,2.0,1.0,30.0,60.0,105.0,3,14,27000,3
6.0,3.0,0.0,16.0,42.0,60.0,2,7,22000,3
5.0,3.0,0.0,15.0,39.0,56.0,2,3,17300,3
4.0,2.0,1.0,15.0,39.0,48.0,1,6,12000,3
4.0,2.0,1.0,15.0,35.0,68.0,2,2,15000,3
6.0,2.0,0.0,7.0,30.0,46.0,2,1,12000,3
2.0,2.0,0.0,15.0,39.0,59.0,2,2,17000,3
1.0,3.0,1.0,15.0,39.0,50.0,2,4,18000,1
5.0,2.0,0.0,15.0,27.0,45.0,2,1,14500,3
3.0,2.0,1.0,12.0,58.0,70.0,2,9,20000,3
6.0,2.0,1.0,7.0,18.0,45.0,2,2,14000,1
1.0,2.0,0.0,15.0,39.0,57.0,2,2,16200,3
4.0,3.0,1.0,15.0,39.0,48.0,1,4,19300,3
5.0,3.0,1.0,15.0,20.0,50.0,1,3,15400,3
3.0,2.0,1.0,14.0,16.0,42.0,1,4,18000,3
5.0,3.0,0.0,12.0,40.0,57.0,2,7,20000,3
3.0,2.0,1.0,15.0,27.0,42.0,1,3,16000,3
1.0,2.0,1.0,15.0,27.0,44.0,2,3,13000,1
3.0,3.0,1.0,15.0,27.0,45.0,1,8,15000,3
2.0,2.0,1.0,18.0,42.0,80.0,3,1,17000,1
5.0,3.0,1.0,11.0,39.0,56.0,2,3,19300,3
2.0,3.0,1.0,19.0,42.0,120.0,3,3,34600,2
5.0,2.0,0.0,15.0,50.0,65.0,2,11,27000,3
2.0,3.0,0.0,12.0,39.0,55.0,2,2,17000,2
4.0,2.0,1.0,15.0,27.0,39.0,1,8,13000,3
5.0,2.0,0.0,15.0,27.0,40.0,1,6,15400,3
1.0,3.0,0.0,15.0,39.0,47.0,1,4,15000,3
2.0,2.0,1.0,25.0,42.0,70.0,1,3,23100,3
5.0,2.0,1.0,12.0,28.0,52.0,1,11,16000,3
2.0,3.0,1.0,15.0,27.0,43.0,1,10,19300,3
3.0,2.0,0.0,15.0,27.0,31.0,1,2,13500,3
3.0,2.0,2.0,10.0,48.0,80.0,3,9,16000,1
3.0,2.0,0.0,15.0,39.0,55.0,1,9,17000,3
4.0,2.0,0.0,16.0,42.0,150.0,5,9,27000,3
3.0,2.0,1.0,15.0,27.0,42.0,1,10,19300,3
2.0,2.0,0.0,30.0,42.0,62.0,2,4,46200,3
1.0,2.0,0.0,15.0,39.0,57.0,1,1,14000,2
3.0,2.0,1.0,16.0,42.0,67.0,2,6,14000,3
4.0,3.0,0.0,15.0,27.0,40.0,1,5,19300,3
6.0,2.0,0.0,16.0,42.0,60.0,3,4,12000,2
6.0,2.0,0.0,15.0,39.0,56.0,1,3,12900,3
3.0,3.0,0.0,18.0,20.0,40.0,1,9,21200,3
4.0,2.0,1.0,15.0,39.0,53.0,1,8,14500,3
3.0,3.0,0.0,16.0,42.0,75.0,2,7,19000,3
3.0,3.0,0.0,15.0,27.0,40.0,1,11,23100,3
5.0,3.0,0.0,16.0,42.0,75.0,2,15,21200,3
5.0,1.0,1.0,15.0,27.0,32.0,1,6,7000,1
2.0,3.0,0.0,15.0,39.0,55.0,1,4,25000,3
5.0,2.0,0.0,15.0,39.0,58.0,2,1,12000,2
5.0,3.0,0.0,15.0,39.0,58.0,1,10,25000,3
3.0,3.0,1.0,15.0,27.0,45.0,1,2,18000,3
5.0,3.0,0.0,15.0,30.0,50.0,1,6,19300,3
6.0,2.0,1.0,16.0,42.0,80.0,2,2,20000,3
5.0,2.0,1.0,16.0,42.0,78.0,2,11,25000,3
2.0,3.0,0.0,15.0,39.0,47.0,1,8,19300,3
2.0,3.0,0.0,16.0,42.0,60.0,2,9,25000,3
1.0,2.0,0.0,15.0,27.0,34.0,1,1,14000,3
4.0,3.0,0.0,12.0,40.0,66.0,2,7,21200,3
1.0,2.0,0.0,15.0,27.0,35.0,1,1,14000,3
6.0,3.0,0.0,16.0,42.0,73.0,3,8,18000,3
1.0,3.0,1.0,11.0,40.0,65.0,2,2,13500,2
4.0,1.0,0.0,15.0,39.0,53.0,2,1,10000,3
2.0,1.0,0.0,15.0,27.0,35.0,1,3,12000,2
1.0,2.0,1.0,15.0,27.0,45.0,1,7,11500,3
2.0,3.0,0.0,16.0,42.0,70.0,2,3,28900,2
5.0,3.0,0.0,16.0,42.0,75.0,2,16,27000,3
3.0,2.0,0.0,16.0,42.0,65.0,2,7,16000,3
5.0,3.0,1.0,15.0,27.0,40.0,1,5,16200,3
2.0,2.0,0.0,15.0,39.0,52.0,2,3,15000,3
6.0,2.0,0.0,16.0,42.0,70.0,2,4,16000,3
3.0,3.0,0.0,15.0,27.0,40.0,1,3,25000,3
2.0,1.0,0.0,7.0,32.0,40.0,1,2,10000,3
5.0,2.0,0.0,15.0,27.0,39.0,1,6,15400,3
2.0,1.0,0.0,18.0,42.0,78.0,2,3,17300,3
3.0,1.0,0.0,5.0,30.0,35.0,1,3,9000,3
3.0,2.0,1.0,15.0,39.0,52.0,1,7,19300,3
3.0,2.0,0.0,15.0,27.0,38.0,1,5,13500,3
3.0,2.0,0.0,15.0,39.0,49.0,2,3,15400,3
2.0,3.0,0.0,8.0,52.0,60.0,2,2,28900,3
2.0,3.0,0.0,15.0,27.0,44.0,1,1,19300,3
6.0,1.0,0.0,5.0,40.0,45.0,2,3,8000,3
3.0,2.0,2.0,16.0,42.0,95.0,2,8,21200,3
2.0,3.0,2.0,16.0,42.0,110.0,3,3,19300,2
3.0,2.0,1.0,15.0,39.0,50.0,2,2,13500,3
2.0,3.0,0.0,16.0,42.0,73.0,3,1,23100,3
1.0,2.0,1.0,15.0,54.0,54.0,2,2,13000,3
2.0,1.0,0.0,15.0,39.0,52.0,2,3,10000,3
3.0,1.0,0.0,5.0,40.0,45.0,2,3,8500,3
3.0,3.0,1.0,20.0,40.0,64.0,1,7,17300,3
3.0,2.0,1.0,15.0,27.0,42.0,1,11,19300,3
2.0,3.0,0.0,16.0,42.0,77.0,2,5,23100,3
3.0,2.0,1.0,15.0,27.0,45.0,1,2,16500,3
5.0,2.0,0.0,15.0,39.0,50.0,1,7,16000,3
3.0,2.0,2.0,16.0,42.0,100.0,3,3,24300,3
3.0,2.0,0.0,7.0,27.0,43.0,3,8,9000,1
5.0,2.0,0.0,15.0,27.0,45.0,1,4,14700,3
5.0,3.0,0.0,8.0,52.0,60.0,2,3,18000,3
6.0,2.0,1.0,16.0,42.0,100.0,3,4,16500,3
2.0,2.0,0.0,15.0,39.0,50.0,3,3,14000,2
4.0,2.0,0.0,15.0,27.0,44.0,1,2,13000,3
4.0,2.0,0.0,13.0,20.0,49.0,1,4,15000,3
4.0,2.0,1.0,14.0,25.0,48.0,1,8,14000,3
2.0,3.0,0.0,15.0,27.0,37.0,2,3,19300,2
4.0,2.0,1.0,20.0,38.0,70.0,2,5,15000,3
4.0,2.0,1.0,15.0,27.0,45.0,1,5,17300,3
4.0,2.0,2.0,9.0,42.0,72.0,3,4,13000,1
4.0,2.0,2.0,16.0,42.0,65.0,2,2,11000,1
2.0,2.0,0.0,15.0,27.0,40.0,1,2,12000,3
5.0,2.0,1.0,16.0,42.0,73.0,2,8,21200,3
1.0,3.0,0.0,15.0,39.0,50.0,1,10,18000,3
2.0,2.0,0.0,7.0,42.0,50.0,2,2,17000,3
2.0,2.0,0.0,15.0,27.0,42.0,2,3,15400,3
2.0,3.0,0.0,16.0,42.0,60.0,3,3,25000,2
3.0,2.0,0.0,15.0,27.0,42.0,1,2,21200,3
6.0,3.0,1.0,18.0,40.0,62.0,3,5,25000,3
1.0,2.0,0.0,15.0,39.0,55.0,3,1,16000,3
1.0,2.0,1.0,18.0,42.0,70.0,2,10,25000,3
3.0,2.0,1.0,16.0,42.0,62.0,2,5,27000,3
6.0,2.0,0.0,11.0,27.0,39.0,1,6,15400,3
4.0,3.0,0.0,12.0,28.0,45.0,1,21,23100,3
1.0,2.0,0.0,5.0,40.0,45.0,1,3,16600,3
3.0,2.0,1.0,15.0,39.0,50.0,2,4,14000,3
2.0,2.0,1.0,15.0,39.0,50.0,2,2,16000,2
2.0,2.0,0.0,15.0,27.0,40.0,1,2,15400,3
2.0,1.0,0.0,5.0,30.0,35.0,1,2,10000,3
6.0,2.0,0.0,15.0,39.0,56.0,1,3,12800,3
5.0,2.0,0.0,10.0,35.0,51.0,1,11,15400,3
3.0,1.0,0.0,5.0,30.0,35.0,1,3,8500,3
3.0,2.0,1.0,15.0,40.0,67.0,3,1,17000,3
4.0,2.0,0.0,15.0,27.0,43.0,1,3,13000,3
5.0,3.0,2.0,15.0,39.0,55.0,1,13,21200,3
6.0,2.0,0.0,15.0,39.0,55.0,1,12,11600,3
4.0,2.0,1.0,24.0,42.0,60.0,2,6,19300,3
5.0,3.0,0.0,15.0,27.0,46.0,1,1,19300,3
2.0,2.0,0.0,15.0,27.0,35.0,1,2,12000,3
5.0,2.0,0.0,15.0,39.0,51.0,1,6,19300,3
3.0,3.0,2.0,15.0,27.0,45.0,1,5,12000,3
4.0,3.0,0.0,15.0,27.0,45.0,1,3,17300,3
4.0,3.0,0.0,15.0,27.0,45.0,1,5,23100,3
6.0,1.0,1.0,16.0,42.0,60.0,3,9,14000,3
5.0,3.0,0.0,15.0,27.0,45.0,1,2,19300,3
5.0,2.0,0.0,15.0,39.0,52.0,1,7,14000,3
5.0,2.0,1.0,13.0,40.0,70.0,2,2,20000,2
6.0,3.0,0.0,15.0,39.0,56.0,2,7,22000,3
2.0,2.0,0.0,15.0,27.0,25.0,1,1,14500,3
4.0,1.0,1.0,15.0,39.0,55.0,2,4,15000,1
4.0,3.0,0.0,15.0,27.0,45.0,1,2,21200,3
1.0,2.0,0.0,6.0,28.0,45.0,2,3,12000,2
4.0,3.0,0.0,15.0,27.0,43.0,1,6,21200,3
3.0,3.0,2.0,16.0,42.0,80.0,2,3,18000,3
3.0,3.0,0.0,15.0,27.0,37.0,1,5,17300,3
2.0,2.0,1.0,15.0,39.0,55.0,1,1,15000,3
3.0,2.0,0.0,16.0,42.0,75.0,3,1,17000,3
4.0,2.0,1.0,30.0,42.0,85.0,2,8,30800,3
4.0,3.0,0.0,16.0,42.0,64.0,2,8,17300,3
5.0,2.0,0.0,10.0,30.0,40.0,1,6,15400,3
1.0,2.0,2.0,16.0,70.0,98.0,3,3,19300,2
5.0,2.0,0.0,15.0,27.0,45.0,1,11,15400,3
3.0,3.0,1.0,17.0,37.0,67.0,2,4,26200,3
5.0,3.0,0.0,9.0,35.0,55.0,2,3,20000,2
1.0,3.0,1.0,22.0,60.0,90.0,3,3,23000,3
3.0,3.0,1.0,17.0,60.0,90.0,3,5,28900,3
5.0,2.0,1.0,25.0,17.0,55.0,1,6,15000,3
3.0,2.0,0.0,15.0,39.0,52.0,2,1,12500,3
3.0,3.0,0.0,20.0,40.0,80.0,2,10,23100,3
4.0,2.0,1.0,6.0,28.0,43.0,2,2,10000,3
3.0,3.0,1.0,35.0,39.0,58.0,1,14,19300,3
1.0,2.0,1.0,15.0,20.0,50.0,1,3,19000,3
5.0,2.0,0.0,16.0,42.0,70.0,2,6,17000,3
6.0,1.0,0.0,16.0,42.0,64.0,2,3,8500,3
1.0,2.0,1.0,15.0,39.0,50.0,1,3,11000,3
5.0,2.0,0.0,16.0,42.0,60.0,3,3,15000,3
4.0,3.0,1.0,15.0,20.0,50.0,1,3,19300,3
4.0,2.0,0.0,16.0,42.0,72.0,2,7,16000,3
6.0,2.0,0.0,15.0,39.0,50.0,2,2,12000,3
3.0,3.0,1.0,15.0,39.0,58.0,2,9,25000,3
3.0,3.0,0.0,16.0,42.0,63.0,2,8,25000,3
6.0,1.0,0.0,15.0,39.0,48.0,2,3,8000,3
3.0,3.0,0.0,15.0,27.0,45.0,1,4,19300,3
3.0,3.0,1.0,16.0,42.0,60.0,2,5,17300,3
2.0,3.0,0.0,15.0,39.0,53.0,2,3,15000,2
3.0,3.0,0.0,16.0,42.0,63.0,2,4,28900,3
2.0,3.0,0.0,15.0,39.0,53.0,1,3,15000,2
4.0,2.0,2.0,15.0,39.0,55.0,1,1,17300,3
3.0,1.0,0.0,15.0,39.0,48.0,2,2,8500,3
5.0,3.0,1.0,16.0,42.0,70.0,2,1,25000,3
1.0,3.0,1.0,13.0,35.0,65.0,2,5,17300,3
4.0,2.0,0.0,15.0,27.0,45.0,1,2,13000,3
4.0,2.0,0.0,15.0,27.0,43.0,1,3,13000,3
5.0,2.0,0.0,16.0,42.0,70.0,2,7,17000,3
5.0,2.0,0.0,16.0,42.0,68.0,2,9,12000,3
3.0,3.0,0.0,16.0,42.0,65.0,2,4,28900,3
6.0,1.0,0.0,15.0,27.0,22.0,1,9,9000,3
3.0,3.0,0.0,15.0,27.0,40.0,1,5,21200,3
4.0,2.0,1.0,15.0,27.0,45.0,1,2,13500,3
3.0,3.0,0.0,15.0,27.0,40.0,1,10,23100,3
6.0,3.0,0.0,15.0,27.0,42.0,1,8,19300,3
3.0,3.0,0.0,16.0,42.0,65.0,2,11,25000,3
3.0,1.0,0.0,16.0,42.0,64.0,3,3,10000,3
5.0,2.0,1.0,11.0,29.0,55.0,2,4,10500,3
5.0,2.0,1.0,15.0,27.0,40.0,1,1,15400,3
5.0,1.0,0.0,15.0,27.0,42.0,1,4,10000,3
5.0,2.0,0.0,15.0,27.0,45.0,1,5,17300,3
5.0,2.0,1.0,15.0,27.0,45.0,1,5,17300,3
6.0,2.0,1.0,6.0,18.0,32.0,1,2,10000,1
3.0,2.0,0.0,16.0,42.0,75.0,2,1,25000,3
5.0,3.0,1.0,15.0,42.0,70.0,2,8,28900,3
3.0,2.0,0.0,16.0,42.0,73.0,2,1,25000,3
4.0,3.0,0.0,15.0,42.0,42.0,1,7,13000,3
4.0,2.0,2.0,10.0,42.0,72.0,3,8,16000,3
5.0,3.0,0.0,16.0,40.0,72.0,2,7,30000,3
3.0,2.0,1.0,9.0,44.0,64.0,3,1,14000,1
2.0,2.0,1.0,15.0,42.0,62.0,2,3,16000,2
2.0,3.0,1.0,25.0,39.0,56.0,1,6,16000,3
5.0,3.0,1.0,14.0,27.0,45.0,1,5,12500,3
4.0,1.0,2.0,10.0,42.0,70.0,3,6,12000,3
3.0,2.0,0.0,14.0,42.0,65.0,2,1,16200,3
4.0,2.0,0.0,15.0,39.0,48.0,1,3,15000,3
2.0,2.0,2.0,17.0,105.0,140.0,4,2,27000,2
2.0,2.0,1.0,6.0,29.0,39.0,2,2,7900,2
4.0,2.0,1.0,15.0,39.0,56.0,2,4,15400,1
3.0,2.0,2.0,10.0,40.0,72.0,3,4,12500,1
4.0,2.0,0.0,16.0,42.0,60.0,2,2,11000,3
2.0,3.0,1.0,10.0,48.0,64.0,2,5,38500,2
5.0,2.0,0.0,13.0,25.0,45.0,1,1,16000,2
6.0,2.0,0.0,15.0,27.0,35.0,1,1,11000,3
1.0,2.0,0.0,15.0,27.0,42.0,1,5,12000,3
1.0,2.0,0.0,15.0,27.0,46.0,1,6,16000,3
1.0,2.0,0.0,15.0,27.0,32.0,1,1,11600,3
4.0,2.0,0.0,15.0,27.0,42.0,1,4,15000,3
4.0,2.0,0.0,15.0,39.0,54.0,1,15,23100,3
3.0,2.0,0.0,15.0,27.0,40.0,1,7,18000,3
3.0,2.0,0.0,15.0,27.0,28.0,1,2,10000,2
2.0,1.0,0.0,11.0,22.0,33.0,1,3,8000,2
6.0,2.0,3.0,25.0,65.0,100.0,3,4,16000,3
5.0,3.0,0.0,16.0,42.0,60.0,2,9,21200,3
5.0,3.0,0.0,15.0,27.0,40.0,1,3,17300,3
4.0,3.0,0.0,16.0,42.0,68.0,2,4,18000,3
5.0,3.0,0.0,16.0,42.0,80.0,3,11,23100,3
5.0,2.0,0.0,16.0,42.0,68.0,2,8,19300,3
5.0,2.0,2.0,8.0,42.0,65.0,3,8,10500,1
6.0,2.0,1.0,8.0,39.0,50.0,2,8,10500,1
3.0,3.0,0.0,15.0,39.0,57.0,1,5,23100,3
3.0,3.0,0.0,15.0,27.0,45.0,1,2,17300,3
6.0,3.0,0.0,16.0,42.0,110.0,3,5,25000,3
3.0,3.0,0.0,15.0,39.0,50.0,1,4,19300,3
2.0,3.0,0.0,10.0,27.0,40.0,2,3,18500,3
5.0,2.0,1.0,16.0,50.0,90.0,3,2,27000,3
3.0,3.0,0.0,15.0,39.0,49.0,1,9,23100,3
1.0,3.0,1.0,16.0,42.0,80.0,2,1,19300,3
5.0,3.0,1.0,16.0,42.0,139.0,3,8,28900,3
5.0,2.0,0.0,15.0,27.0,30.0,1,2,15400,3
3.0,2.0,2.0,10.0,32.0,54.0,2,3,12000,1
4.0,3.0,0.0,18.0,42.0,68.0,2,5,17300,3
6.0,3.0,0.0,8.0,24.0,44.0,1,3,11000,2
2.0,3.0,1.0,6.0,16.0,28.0,1,3,12500,3
3.0,3.0,0.0,15.0,39.0,49.0,1,9,23100,3
4.0,3.0,0.0,15.0,27.0,39.0,1,2,21200,3
2.0,2.0,2.0,16.0,42.0,71.0,2,6,38500,3
2.0,3.0,1.0,16.0,42.0,81.0,1,9,39000,3
1.0,2.0,0.0,15.0,39.0,49.0,2,1,18000,2
5.0,2.0,0.0,11.0,27.0,39.0,1,6,15400,3
5.0,2.0,3.0,16.0,42.0,100.0,3,5,23100,3
4.0,2.0,0.0,15.0,39.0,56.0,2,15,23100,3
1.0,2.0,1.0,15.0,39.0,48.0,1,6,16000,3
4.0,3.0,0.0,16.0,42.0,60.0,2,6,17300,3
5.0,2.0,0.0,15.0,39.0,52.0,1,6,14000,3
5.0,3.0,0.0,16.0,42.0,90.0,3,6,27000,3
1.0,2.0,1.0,10.0,17.0,45.0,1,9,7500,3
5.0,2.0,0.0,18.0,45.0,60.0,2,10,17000,3
3.0,2.0,0.0,16.0,35.0,70.0,2,2,20000,3
4.0,3.0,2.0,7.0,42.0,65.0,3,6,15000,3
3.0,3.0,0.0,12.0,42.0,70.0,2,9,20000,3
1.0,3.0,0.0,15.0,39.0,48.0,1,6,19300,3
5.0,3.0,0.0,16.0,42.0,60.0,2,12,23100,3
5.0,2.0,0.0,7.0,10.0,30.0,1,1,10000,2
3.0,3.0,0.0,16.0,42.0,70.0,2,4,23100,3
5.0,3.0,0.0,16.0,42.0,72.0,2,2,25000,3
3.0,2.0,2.0,12.0,38.0,65.0,2,8,16000,3
1.0,2.0,0.0,15.0,27.0,39.0,1,12,11500,3
5.0,3.0,0.0,15.0,39.0,48.0,1,11,17300,3
2.0,3.0,0.0,16.0,42.0,74.0,2,6,46200,3
1.0,3.0,0.0,16.0,42.0,70.0,2,3,15000,3
2.0,3.0,0.0,15.0,39.0,50.0,1,4,19300,3
4.0,3.0,0.0,15.0,39.0,49.0,1,1,15000,3
2.0,3.0,0.0,15.0,27.0,40.0,1,3,21200,2
2.0,3.0,0.0,16.0,42.0,100.0,2,3,38500,2
2.0,3.0,0.0,16.0,42.0,60.0,2,6,46200,3
3.0,3.0,0.0,15.0,27.0,42.0,1,7,19300,3
3.0,3.0,0.0,15.0,39.0,52.0,1,7,19300,3
5.0,3.0,0.0,15.0,39.0,48.0,1,9,16000,3
2.0,3.0,0.0,16.0,42.0,100.0,3,8,32700,3
3.0,3.0,0.0,16.0,42.0,88.0,3,2,42300,3
4.0,3.0,0.0,15.0,39.0,47.0,1,10,18000,3
3.0,2.0,0.0,15.0,39.0,50.0,1,1,16000,3
3.0,2.0,3.0,15.0,42.0,160.0,5,10,27000,3
5.0,2.0,0.0,16.0,42.0,68.0,1,12,15000,3
2.0,3.0,0.0,15.0,39.0,55.0,1,3,22000,3
1.0,2.0,0.0,25.0,42.0,60.0,2,7,15400,1
3.0,3.0,0.0,15.0,27.0,46.0,1,5,12000,3
4.0,2.0,0.0,16.0,22.0,52.0,1,2,11000,3
1.0,3.0,1.0,16.0,39.0,48.0,1,8,19300,3
1.0,2.0,2.0,9.0,42.0,68.0,3,2,21200,2
2.0,2.0,0.0,16.0,16.0,42.0,1,1,17300,3
3.0,3.0,0.0,16.0,42.0,63.0,2,3,13000,3
3.0,2.0,0.0,16.0,16.0,42.0,1,1,17300,3
3.0,1.0,0.0,3.0,8.0,15.0,1,10,9000,3
4.0,2.0,1.0,15.0,42.0,106.0,4,2,23100,3
4.0,3.0,1.0,12.0,39.0,48.0,2,7,19300,3
5.0,2.0,1.0,5.0,27.0,45.0,2,2,11600,1
2.0,2.0,1.0,14.0,40.0,66.0,2,3,26000,2
5.0,3.0,1.0,16.0,42.0,70.0,2,8,19300,3
3.0,2.0,1.0,4.0,17.0,46.0,1,5,17300,3
1.0,1.0,0.0,15.0,39.0,49.0,1,4,7000,1
5.0,3.0,1.0,12.0,18.0,41.0,1,6,12000,3
1.0,1.0,1.0,15.0,39.0,49.0,1,4,7000,1
3.0,3.0,1.0,16.0,42.0,70.0,2,3,27000,3
2.0,2.0,0.0,15.0,27.0,46.0,2,4,12500,3
5.0,2.0,1.0,15.0,27.0,45.0,1,5,13000,3
3.0,2.0,1.0,15.0,39.0,50.0,2,3,12000,1
3.0,2.0,1.0,12.0,40.0,53.0,2,15,19300,3
4.0,3.0,1.0,20.0,19.0,48.0,1,1,17500,3
3.0,1.0,1.0,14.0,60.0,90.0,3,10,12000,1
5.0,3.0,3.0,16.0,42.0,114.0,3,2,27000,3
5.0,2.0,1.0,15.0,39.0,58.0,2,1,12000,2
3.0,3.0,0.0,20.0,18.0,45.0,1,5,17000,3
5.0,1.0,1.0,16.0,42.0,70.0,3,9,19300,3
5.0,2.0,1.0,15.0,39.0,51.0,2,2,12000,3
2.0,3.0,1.0,15.0,27.0,42.0,1,2,17300,3
6.0,1.0,1.0,15.0,27.0,44.0,2,1,8000,1
1.0,3.0,1.0,12.0,34.0,68.0,2,7,27000,3
2.0,3.0,1.0,12.0,34.0,68.0,2,7,27000,3
1.0,2.0,1.0,16.0,42.0,65.0,2,2,17300,2
2.0,3.0,0.0,16.0,42.0,76.0,2,3,28000,3
5.0,2.0,0.0,6.0,29.0,35.0,2,1,12000,3
3.0,1.0,0.0,15.0,27.0,29.0,1,2,8200,2
2.0,2.0,0.0,15.0,27.0,30.0,1,3,7690,1
4.0,3.0,0.0,18.0,40.0,85.0,2,5,18000,3
4.0,2.0,0.0,15.0,39.0,51.0,2,3,15000,3
2.0,2.0,0.0,15.0,39.0,50.0,2,1,17000,3
4.0,2.0,0.0,15.0,39.0,47.0,1,1,13500,3
5.0,2.0,1.0,8.0,30.0,44.0,2,7,10000,3
2.0,2.0,0.0,7.0,22.0,40.0,2,2,7800,2
5.0,3.0,0.0,15.0,27.0,45.0,1,3,19300,3
1.0,2.0,1.0,15.0,40.0,56.0,2,2,13000,2
3.0,2.0,0.0,20.0,30.0,54.0,1,2,17300,3
3.0,2.0,0.0,15.0,27.0,45.0,1,2,16000,3
1.0,3.0,0.0,36.0,27.0,36.0,1,4,15400,2
1.0,2.0,0.0,16.0,42.0,60.0,1,1,15400,2
2.0,3.0,1.0,16.0,42.0,100.0,2,7,48100,3
5.0,2.0,0.0,15.0,27.0,45.0,2,2,15400,3
